cutoff,n_estimators,learning_rate,reg_alpha,reg_lambda,max_depth,max_leaves,min_child_weight,colsample_bytree,subsample,gamma,max_bin,iteration,MAP
40,525,0.4027081520647388,39.5835303794049,0.5470572277193301,6,8,10,0.7229959239091435,0.8028515248129408,3.6777311739650598,213,31,0.08379759065831459
26,567,0.46094186885883015,41.09639864110703,0.6108274990874277,5,7,9,0.6881931224559273,0.8645286402278395,0.7753035368508687,303,32,0.08368932002708154
54,533,0.4006886764098281,38.95196575977361,0.5114446433579168,6,5,1,0.763862702739402,0.7971809445849052,2.389585763737083,97,33,0.08357920135380607
45,584,0.43826005131430845,46.169200671023546,0.6540185226062463,8,6,10,0.7210329054312562,0.8770940201993718,1.148845477996137,547,34,0.08377290626031164
35,501,0.3741612836104777,37.79882383531353,0.56447223496722,5,8,9,0.6763421026819733,0.9384654267451736,4.787085352137401,181,35,0.0838246347776326
70,721,0.4793062497614277,49.610983271414725,0.7460452150579328,7,6,7,0.7462699447966332,0.8311908539347014,0.0010546457692164335,243,36,0.08360706616272448
54,571,0.22066483988286922,43.02499237714459,0.5986666454099724,4,5,6,0.585183422958176,0.7649388597150899,3.3219751982050827,152,37,0.08374202738868188
95,670,0.29277981062849623,33.09602048282022,0.314705190123789,9,12,10,0.6591796964418319,0.8415800538965901,4.075040681322094,639,38,0.08376374531975524
89,612,0.41548426032034796,36.19243429637165,0.34609797349246296,10,7,9,0.6972292290043214,0.9282612737681193,2.946054338049575,101,39,0.08308925746273185
59,536,0.24105504420152818,40.73555105765266,0.6744826526028647,6,11,8,0.7761899904248393,0.8830265217142647,1.3283704284462072,251,40,0.08365146048820865
34,521,0.3690658965077154,38.3798681704996,0.5627847802674865,5,8,9,0.6697005145987163,0.942137269483966,4.791093508793179,178,41,0.08371929822833801
38,551,0.3787555589570941,39.0354194830948,0.5306348847867386,5,8,10,0.7313283940683359,0.995930000820066,5.846447580494782,73,42,0.08348542727929323
25,502,0.15344456787558072,38.084955142583624,0.6472853774307357,4,10,9,0.6243744364720748,0.9775605056386836,6.840618424897569,171,43,0.08381003483582185
15,585,0.3268676401713598,36.25686464982643,0.5003719079852276,6,9,10,0.7982098227378797,0.8603623619339082,4.9275530746423515,117,44,0.08364428442869103
48,520,0.4401328279161649,42.85065260112934,0.5600634476275319,7,7,8,0.7782172873056946,0.7687313432449379,3.9689855812319377,64,45,0.08345573576190651
31,753,0.46598465358515384,33.62487142464209,0.627801787756506,5,14,4,0.5091471602976488,0.924185069584065,4.349951882146213,210,46,0.08375289152213132
44,502,0.2736255868916803,31.622461847442143,0.58616413441608,6,6,9,0.7040878082925905,0.8030298508168572,5.912067468384606,517,47,0.08369982502748839
37,933,0.4993169485938978,52.664560830010934,0.532643923590751,9,8,5,0.30719419682156807,0.9710785589141037,5.051348202953086,308,48,0.0834561550270028
15,562,0.3433282782485661,40.29548945962484,0.42876029368166724,8,5,10,0.6715856174898962,0.817704318748203,2.0799545686964156,264,49,0.08380769909576792
41,792,0.4810566340822117,45.745662042832805,0.6856378034103079,7,12,9,0.7468841727782942,0.890479128626139,4.553208293508744,220,50,0.08360361609901848
25,503,0.15684739266149608,36.610116578545814,0.6494867100367065,4,10,9,0.6211743174004011,0.9777913095962131,7.009251891905911,166,51,0.0837673447408376
24,543,0.23701290414125525,38.024595321522455,0.6111857511774225,4,10,10,0.5638183527268197,0.9639206711702965,6.70930425808822,136,52,0.08369450625008945
29,523,0.1594639667007916,37.63657844340402,0.5753517262637212,3,14,9,0.6451660936417907,0.9503387021586741,7.692281117595876,182,53,0.08372474922916825
34,501,0.19072395290742367,34.347970246099734,0.4564269154677483,5,7,8,0.6100698662463672,0.9821309726018098,7.3505316676725405,441,54,0.08360263890507173
18,553,0.4143139684859424,41.72164023044668,0.3963097133314059,6,9,10,0.6732931479620268,0.9147334058645002,6.527190976871956,373,55,0.08372600608076927
29,847,0.3587117367852414,44.04888400080667,0.6033829105398736,5,12,8,0.5683710922682956,0.7219920811205529,5.547967993223872,98,56,0.0835648774872201
20,617,0.38660617950426873,35.80883192835053,0.643801741050248,3,8,7,0.6416566399065639,0.855360637591334,3.5322773223453385,230,57,0.08378650671749917
13,581,0.43962803835915754,39.52452126791632,0.49031518162638094,7,11,9,0.7365296797600496,0.8705433071627147,6.140800254873312,699,58,0.08372767259064999
24,518,0.30561685402657074,37.8746655125875,0.35802431337709706,5,10,10,0.7807103349190404,0.8438073132718208,3.2462436153495986,425,59,0.0839551258328061
32,521,0.2821427271616622,41.011982874328744,0.3045952932465831,6,9,10,0.7840113754167795,0.8400639756423872,3.291023070260722,573,60,0.08381283760670799
33,518,0.30504841407284633,41.58066413442429,0.34721777561009726,6,9,10,0.7842383127812708,0.8432423985145431,3.337962871553964,597,61,0.08380518407766539
30,538,0.25430527320778934,40.68020663422668,0.33714795942835646,6,9,10,0.760760523326199,0.8323755820998018,2.8338411073299756,559,62,0.08376310134101943
22,560,0.28614001464573185,37.27514525630361,0.3046125066600651,5,8,10,0.7997679617813042,0.8211576600530938,3.9099816549162836,628,63,0.0837822786402851
37,603,0.310794714497657,42.59353430428376,0.3630356520876617,7,10,10,0.768109118056666,0.8482718971310649,3.27139108102978,544,64,0.0839399208001881
67,620,0.3115659901277873,44.98404948582738,0.41405633764847216,7,15,9,0.7672742755925248,0.8064702802117688,2.133851882906325,506,65,0.08355925978039032
41,659,0.3341959544791486,47.30446278340246,0.5215918312875779,8,11,10,0.4161368709284992,0.8465375644736908,4.287682401832531,425,66,0.08383180631997865
42,682,0.3327159951833386,49.839766367042714,0.3562144683842449,8,11,10,0.33537938391985034,0.8520406766012364,3.743320057391101,425,67,0.08362980116408421
58,713,0.3180785175341313,48.120642408781386,0.3635916801913991,8,13,10,0.43998955151784935,0.7929999015073183,4.337621939076701,500,68,0.083752468674605
51,665,0.34155155990266367,47.284286469589325,0.40465736924571344,10,11,2,0.3745357790283019,0.8135017189224595,2.7945441476254995,347,69,0.08341945516686947
47,646,0.29743242938846126,51.57516140081756,0.44053931023930254,7,12,10,0.4271194924404529,0.867873753587434,3.094121421243114,487,70,0.0836018170884152
38,600,0.3627145032103733,42.72915711456585,0.3744282587920595,8,10,9,0.7092259704957146,0.8505017737338844,4.645903550643035,374,71,0.08386192652590786
38,601,0.35913667085444956,42.61854197616556,0.37307891945516686,8,10,10,0.7133100595186377,0.8503163724899894,5.331531332006998,373,72,0.08392215705813061
38,604,0.3513293349748287,42.67326083987681,0.37643257130353813,9,10,10,0.7139521723169003,0.8502564155429784,5.172938525523108,386,73,0.08389547700943667
37,603,0.35891356128636276,43.61091354889694,0.37711108137890315,10,10,10,0.7213213187256858,0.8358716975139888,5.0979374020351225,321,74,0.08387922080859415
38,599,0.3631043384578789,44.500228980642966,0.37362699439100644,10,10,10,0.7265276552415256,0.8277966230446814,5.147432913087697,323,75,0.08401255854066869
27,626,0.35264290620690086,44.28260352366468,0.37028105691788027,11,10,10,0.7219523794168674,0.8277570033354521,5.185428687661638,326,76,0.08373881067938403
36,636,0.38751177375570145,42.26948840774947,0.32330346365999374,10,10,10,0.7521697889625,0.8774447939348305,5.450183323748839,323,77,0.08373948752166252
45,596,0.3258768978319901,45.603629068670934,0.38304612012497763,10,10,10,0.7325880229330252,0.7824407834977056,5.305064677640288,395,78,0.08366074652758812
39,578,0.34902693912259625,44.26301470985285,0.39844347196758767,9,10,10,0.691010699258388,0.8236900308741762,5.732999912354228,285,79,0.08394068288283864
43,574,0.4058961762415498,44.42732990098197,0.397700094584981,9,11,9,0.6864229700454794,0.8244688614467077,5.716359466583999,295,80,0.08348083573523589
39,606,0.37018823213373436,43.74734950247883,0.3337536702111924,9,10,10,0.7578627244570847,0.8332492090844726,5.97198514859459,270,81,0.08378519333416466
36,627,0.34642130745197336,46.487899288774834,0.35704549012133685,9,11,10,0.7082351969689046,0.8106568575907456,5.026003069096982,360,82,0.08400006889626263
32,629,0.34863974942478926,46.29788099171559,0.352294358332123,9,11,10,0.7087596960222894,0.8103281980380268,5.613373216620477,355,83,0.08388641065666691
28,587,0.34001716574553026,45.456284967604866,0.3931115282370323,9,13,10,0.6976317096146459,0.8577977832000155,4.894552985614024,535,84,0.0837459447828741
24,652,0.3179813917227075,42.375050936538614,0.4111791493859138,9,9,9,0.7729968858613143,0.7995879772084847,6.348183866239374,390,85,0.0838860106588736
40,743,0.389849227076374,38.930065189168566,0.43107199391264395,11,12,9,0.7383238857537092,0.8175858412036273,5.415364048254144,364,86,0.08383095530271414
35,674,0.38246258513331005,39.86958158152171,0.3676550214434645,10,10,10,0.7486748306267885,0.7914189602357791,2.434101744931476,458,87,0.08358986707160566
31,573,0.3674156175295295,44.77880712107801,0.3243429373245047,9,11,9,0.7880602353726696,0.8654863905828952,6.0530924772418855,427,88,0.08367391446781802
45,615,0.3043037739133493,48.89282437071057,0.4680119037860949,8,9,10,0.7294631430190595,0.8467144937524138,5.758543846960951,406,89,0.083543535791827
49,697,0.32509234193230635,47.01115767968566,0.3586199105010182,9,10,10,0.7696340242259491,0.82491863359717,4.997488628018884,332,90,0.08373538410944348
32,634,0.34988389765622985,46.488266193410375,0.35286204294812096,9,11,10,0.7082191046313078,0.8084207712001151,5.556294924351045,361,91,0.08390164263130744
36,645,0.33852916146782075,46.6870693426917,0.3416282386211384,10,11,10,0.6825689960535006,0.7763330428142844,5.356378340683525,387,92,0.08394667578774137
34,644,0.34272634893800874,48.07355404380867,0.3373312168441172,10,11,10,0.6609393723589966,0.7588901784500058,4.701087736010116,412,93,0.08378841566532834
36,594,0.31472679733791625,48.91822206515742,0.3437012691564411,10,12,9,0.6830625547161732,0.7809617579922957,5.581936235621795,286,94,0.08391769048766622
36,593,0.3120061660928939,50.89812169447902,0.3195997965878573,10,12,9,0.6794479500404296,0.7660925518851044,6.3714764971571745,292,95,0.08374775597195094
27,577,0.3307843622105175,48.68807434064964,0.31305897155579604,11,14,9,0.696972345718345,0.7706229435845842,2.599474842993954,582,96,0.08356207926033936
23,622,0.27624860926997835,54.217991871415435,0.3427114377062242,10,13,10,0.6859832017303011,0.774215737477763,5.3210857907477775,312,97,0.08381076124623338
42,590,0.29325588673878655,43.283704909137256,0.39042910129109115,11,12,9,0.7571861544516949,0.7519252477897485,3.1997927471262626,280,98,0.08376419331585243
18,551,0.3962127193095991,46.77963907096394,0.36317431874331657,10,13,3,0.7408281429242141,0.7834855315433749,4.520521195405409,341,99,0.08400688918601845
