,topK,shrink,feature_weighting,normalize,result
251,47,24.482627611977257,BM25,False,0.014175100691816796
252,49,23.73674938191574,BM25,True,0.017918785171290474
253,48,24.194622143141586,BM25,True,0.017918611485906028
254,50,24.585950614400605,BM25,True,0.01793226292859165
255,49,23.237571782573532,BM25,True,0.017918785171290474
256,48,24.995938251887733,BM25,True,0.017918611485906028
257,50,24.141020724838544,BM25,True,0.01793226292859165
258,47,23.710614152611722,BM25,True,0.017848792246684533
259,49,24.992089496033373,BM25,True,0.017937562618151895
260,17,24.436957373209246,BM25,True,0.017510295429697773
261,48,22.837602647097807,BM25,True,0.017892963182355108
262,46,24.172644596404265,BM25,True,0.017853589162763417
263,27,23.451005289783954,TF-IDF,True,0.015480245801384762
264,50,24.53240447905734,BM25,True,0.01793226292859165
265,48,24.01269403130146,BM25,True,0.017918611485906028
266,47,24.551474785839073,BM25,True,0.017872180354903344
267,49,9.026478926932858,none,True,0.00017813492977625632
268,50,23.710383300640398,BM25,True,0.017914151656592985
269,49,13.481870255266843,BM25,True,0.017577150590713284
270,48,24.981138731152196,BM25,False,0.014148638809359734
271,21,24.169169702215903,BM25,True,0.01759465739186726
272,49,24.581201213115477,BM25,True,0.017937562618151895
273,47,23.472518507090694,BM25,True,0.017848792246684533
274,50,24.55351814456963,BM25,True,0.01793226292859165
275,49,24.991301219479286,BM25,True,0.017937562618151895
276,47,23.944769424505076,BM25,True,0.017848792246684533
277,32,23.116549690245332,BM25,True,0.017733139491303024
278,48,24.091881370079715,BM25,True,0.017918611485906028
279,50,24.998717852093954,BM25,True,0.01793226292859165
280,49,24.496256417898348,BM25,True,0.017937562618151895
281,45,23.62939164953324,BM25,True,0.017857575927937124
282,48,24.23580087444459,BM25,True,0.017918611485906028
283,50,24.48477089945745,BM25,True,0.01793226292859165
284,47,22.76427539111206,BM25,True,0.017845078578924527
285,48,23.84739110536459,TF-IDF,True,0.015128209523078674
286,46,24.542228545757354,BM25,True,0.017853589162763417
287,49,23.321853700754442,BM25,True,0.017918785171290474
288,49,24.105914715767426,BM25,True,0.017937562618151895
289,50,24.647721560956526,BM25,False,0.014115431763583566
290,48,23.73134857424633,BM25,True,0.017902868962604755
291,47,24.605678735646137,BM25,True,0.017872180354903344
292,50,24.967782866215593,BM25,True,0.01793226292859165
293,49,24.067256408025116,BM25,True,0.017937562618151895
294,48,24.986518088438864,BM25,True,0.017918611485906028
295,49,24.123480409218775,BM25,True,0.017937562618151895
296,50,23.449426385671142,BM25,True,0.017914151656592985
297,46,24.434631853840816,BM25,True,0.017853589162763417
298,48,23.874479720421707,BM25,True,0.017902868962604755
299,49,24.981820499770954,BM25,True,0.017937562618151895
