topK,shrink,feature_weighting,normalize,tversky_alpha,tversky_beta,iteration,RECALL,MAP
12,21.803996998009982,TF-IDF,True,0.17588547225958065,2.243927563931961,185,0.04100276940374491,0.04100276940374491
3,21.304136250110876,TF-IDF,True,0.2016457535079368,2.3243555593010123,186,0.04253989104517233,0.04253989104517233
4,19.491022446335116,TF-IDF,True,0.20586185983485183,2.274408115573339,187,0.04281069346897534,0.04281069346897534
5,19.592531461622528,TF-IDF,True,0.20844098823938495,2.215158851700841,188,0.04269140015156496,0.04269140015156496
4,20.081306679306714,TF-IDF,True,0.20035718025245844,2.3080904252641856,189,0.0428258174429593,0.0428258174429593
3,19.96210775392324,TF-IDF,True,0.19538451204583182,2.313318890742582,190,0.0425883364507706,0.0425883364507706
4,20.27140868510724,TF-IDF,True,0.20389770417249284,2.280174328131478,191,0.04281583284757034,0.04281583284757034
4,20.369130397098278,TF-IDF,True,0.20494552809260258,2.276873143732348,192,0.04281525917570525,0.04281525917570525
5,20.42025466082961,TF-IDF,True,0.20049324997682155,2.170961126944987,193,0.04271824889649725,0.04271824889649725
4,20.151847728950187,TF-IDF,True,0.19273027071084106,2.352423418471391,194,0.042782722175560554,0.042782722175560554
3,20.8922306448204,TF-IDF,True,0.18497538817510906,2.3952676953240504,195,0.04256280072690492,0.04256280072690492
4,21.588629045639685,TF-IDF,True,0.20692160400891235,2.2953512917468104,196,0.04282175891174855,0.04282175891174855
6,19.51215706537436,TF-IDF,True,0.2009812760725947,2.3177395156235496,197,0.04247033924857622,0.04247033924857622
5,21.761178553483507,TF-IDF,True,0.1786917263028339,2.2840213955626036,198,0.042672029427899764,0.042672029427899764
4,22.44521811339705,TF-IDF,True,0.1931073346934697,2.261296384254547,199,0.042794457090019174,0.042794457090019174
3,20.026002633613768,TF-IDF,True,0.2075542606752804,2.3262199191841333,200,0.04256892177189396,0.04256892177189396
4,21.359485042754326,TF-IDF,True,0.2094014820801764,2.164137098384825,201,0.04280520244868686,0.04280520244868686
5,20.497520414626706,TF-IDF,True,0.20175492673310358,2.3532811552715236,202,0.04268079792909927,0.04268079792909927
4,20.655876312013646,TF-IDF,True,0.21001328387051008,2.235421968947609,203,0.04283244115524062,0.04283244115524062
17,19.84115785432513,TF-IDF,True,0.18811643499634442,2.244598943211016,204,0.0404175700026177,0.0404175700026177
3,19.229939526718145,TF-IDF,True,0.22545352165690316,2.282748243955581,205,0.04258747650650149,0.04258747650650149
4,20.569788815390496,TF-IDF,True,0.21287680248742755,2.2075165618867376,206,0.042836197635253176,0.042836197635253176
4,21.595394106435865,TF-IDF,True,0.21080167996597435,2.1849000022694427,207,0.0428046186333114,0.0428046186333114
5,20.483876255826328,BM25,True,0.22402180657760767,2.226949633832017,208,0.039437050952429185,0.039437050952429185
2,21.203242704343037,TF-IDF,True,0.2135434635954141,2.1399025768571875,209,0.041471895488480806,0.041471895488480806
4,18.86696116420524,TF-IDF,True,0.19606122369566195,2.2914694621099696,210,0.042789002135545505,0.042789002135545505
4,19.923949039151353,TF-IDF,True,0.20184282149481503,2.244343898335631,211,0.04280220898606673,0.04280220898606673
3,20.32896587454175,TF-IDF,True,0.21234876224448102,2.1945233995009206,212,0.042551928010829125,0.042551928010829125
4,19.525257209713583,TF-IDF,True,0.22193723455499084,2.3062028688827683,213,0.042799958253817896,0.042799958253817896
5,20.79754016770296,TF-IDF,True,0.2057462879751519,2.3501340490768023,214,0.042695667188266916,0.042695667188266916
