,topK,shrink,feature_weighting,tversky_alpha,tversky_beta,result
151,5,12.651904784356569,none,0.1449987156002467,1.2715701680878138,0.02801055847164104
152,5,13.008200483585359,none,0.13645349480943947,1.2705528610841161,0.02803023634010089
153,4,14.319727743811681,none,0.1366157270128942,1.2715948757776747,0.027958400293618957
154,36,12.825373486619851,none,0.18152535975851658,1.2930486105139476,0.026293121967361152
155,5,12.576853533392017,none,0.15351751866032196,1.2059968533900793,0.028023042108649643
156,5,13.415558444008933,none,0.1445597549805215,1.1978260257533964,0.028019863209047074
157,2,13.097799608999162,none,0.148451103260656,1.2254523559094515,0.026969905350606203
158,4,15.596955149880099,none,0.13530242727582173,1.1751691153594026,0.02797173521754481
159,26,13.866521146981981,none,0.5986047598782661,1.266820509746469,0.02627595568097416
160,5,14.621804665707307,none,0.11795408300385055,1.163653770069709,0.028029519887889952
161,5,14.590998684270042,none,0.10038560413196866,1.1881205452267747,0.028039062300032634
162,5,14.474803792364956,none,0.10018331081894238,1.2049507229954692,0.02805068208078684
163,4,14.709861290961971,none,0.10433725339688796,1.1985103044952534,0.027935113882763485
164,3,15.760511665061221,none,0.1221856076165255,1.1798592510364876,0.027815071000756333
165,5,14.294460115491646,none,0.11765389617994321,1.1499090290858536,0.02800410240307369
166,5,16.726300075195397,none,0.10057443612735724,1.1507820001266271,0.02801720650826491
167,2,16.956925709095035,none,0.10045622305908451,1.1613954976368384,0.027006027339907125
168,5,14.762145260651296,TF-IDF,0.11767011860819801,1.138270084869571,0.02799355901463638
169,4,16.52826868435427,TF-IDF,0.12112959286731724,1.149342461164126,0.027991263396627226
170,5,17.616456637709952,TF-IDF,0.1373215001958778,1.1332416843702753,0.027984471383960992
171,3,15.336739218943022,TF-IDF,0.11678847329083988,1.1523585670465701,0.027801215020677127
172,4,14.669687638792094,TF-IDF,0.10113007877611174,1.1777859115146019,0.027909939786018897
173,5,16.08273068701923,TF-IDF,0.12004619771489967,1.2144515382321766,0.02800250381193641
174,5,14.378012361979508,TF-IDF,0.14112047011874537,1.2042899120027983,0.028027224269880822
175,5,14.141279082027877,TF-IDF,0.1415966213671052,1.2293704367355793,0.028035742852388742
176,5,13.988203478832745,TF-IDF,0.1434411776682944,1.1988329052392368,0.02801317517907812
177,3,14.167803565028061,TF-IDF,0.13680770124192912,1.2012952357846798,0.027827663191130142
178,7,13.333725245614039,TF-IDF,0.13911009509811395,1.2154668259924044,0.02791675693735928
179,5,14.436563438832438,TF-IDF,0.10214923691434276,1.2063548936865889,0.028048701838870496
180,4,15.148536509828851,TF-IDF,0.1017646532997388,1.0926148954384682,0.027987641142227494
181,5,13.803465675224768,TF-IDF,0.12495016486046719,1.1974769244681078,0.0280091038565461
182,3,13.848015798807898,TF-IDF,0.11914439567795765,1.2162872398588214,0.02782888470215641
183,7,16.355764220019612,TF-IDF,0.1002886816616898,1.1897163996156026,0.027887393823381405
184,5,14.134223020763699,TF-IDF,0.13426372278282442,1.2147595292138427,0.028052879429433707
185,5,14.29228955815489,TF-IDF,0.1338403014563437,1.1169291291976862,0.027977565104594527
186,4,13.598293194334383,TF-IDF,0.1203960518805625,1.1727827539810425,0.027932729136728035
187,2,14.200188431841402,TF-IDF,0.14476325449668204,1.2234029817750791,0.02700054025295841
188,5,15.840691836186934,TF-IDF,0.12047585369818287,1.1533532402926334,0.02800774294014545
189,8,15.117459247804364,TF-IDF,0.1436824284878813,1.0705006011270533,0.027710702082030005
190,21,13.348406732696231,TF-IDF,0.10038567125130621,1.1301910788798761,0.026617458854845885
191,5,15.827388807907138,TF-IDF,0.11903724118171424,1.1859712529574442,0.028001373714270333
192,7,14.581755610733373,TF-IDF,0.13413328103409158,1.2140620685562666,0.02792942340108824
193,5,17.866336753811712,TF-IDF,0.11947122340890749,1.1542372060022095,0.028016386073356683
194,4,20.027653433974933,TF-IDF,0.14999771838581777,1.158309246690301,0.027967330236247905
195,3,17.41013429255724,TF-IDF,0.11743988022772672,1.1092152987810002,0.027783961891597854
196,5,13.88413057779277,TF-IDF,0.13537405377583564,1.2934265350435912,0.02802118184676853
197,7,18.1680767630306,TF-IDF,0.14747419844192844,1.284049302776868,0.027917503098912274
198,4,13.804982913288496,TF-IDF,0.9863006268764416,1.2950227143080064,0.026762867801654364
199,5,13.08270236223326,TF-IDF,0.12968042387651865,1.244567017246332,0.02801348598450294
200,3,12.912637066017982,TF-IDF,0.15686910040299118,1.244314446941944,0.02787428857552332
201,5,13.46087260724943,TF-IDF,0.13990185406749545,1.253013024158018,0.028036378175242366
202,5,13.393860059420705,TF-IDF,0.13468998152784262,1.2955050829830421,0.028031413287114004
203,4,13.08634678385938,TF-IDF,0.13672738169791562,1.2987359480969944,0.027943718165296533
204,7,13.411576897778867,TF-IDF,0.549996607319112,1.2559801550312208,0.027427055566524586
205,6,12.616579388703258,TF-IDF,0.15270000437806858,1.2832286007968727,0.028019579827630228
206,6,14.86058198626828,TF-IDF,0.15804530691354404,1.2351041836078789,0.028026940888463938
207,6,15.112793394373458,TF-IDF,0.16064720220509468,1.2992746299218967,0.02805307711082513
208,7,14.571585727469516,TF-IDF,0.16054093794209884,1.31778982814328,0.027949957127133315
209,8,15.113604376589208,TF-IDF,0.15824797333201038,1.29062903297879,0.027769399743310597
210,6,14.79204141314075,TF-IDF,0.1017520402498041,1.3081251947642538,0.028016237526646354
211,6,14.869367824013963,TF-IDF,0.10495749793720738,1.31067651748913,0.02802019915314602
212,6,14.205958166487887,TF-IDF,0.13275979449329017,1.240152382089458,0.02804266170109218
213,7,14.155900010018613,TF-IDF,0.1345703005533369,1.239610765066862,0.027928268164748162
214,6,15.227000421631574,TF-IDF,0.15817417500764336,1.2770268796123059,0.028055492708869593
215,6,15.388961996076793,TF-IDF,0.16302051212649268,1.2801145723638285,0.02806719019098006
216,8,15.468545086673647,TF-IDF,0.1563721950185925,0.21685841187203392,0.025426145089456606
217,6,14.97154291860653,TF-IDF,0.16608427875334109,1.3107309306078911,0.02801364367254933
218,6,14.565349322518202,TF-IDF,0.1583396008990611,1.2783952311416935,0.027989346001396048
219,7,15.179992800844829,TF-IDF,0.18533637433841813,1.330583672490535,0.027939939365517502
220,30,13.566426680601186,TF-IDF,0.13394891935990405,1.2253637929776693,0.026347827150133108
221,33,14.357988599988369,TF-IDF,0.149218776623327,1.2651048706652885,0.026230486675587986
222,6,13.861592953994903,TF-IDF,0.13550272100820468,1.2835996807401147,0.028015605631793547
223,41,12.421587739149754,TF-IDF,0.16845964980932462,1.24135113640334,0.02599929657419234
224,6,15.471933041979591,TF-IDF,0.11329439760537259,1.330226901165614,0.028081936308654746
225,7,15.314929499904144,TF-IDF,0.11190781546997886,1.3459334820732687,0.02792247141504158
226,6,15.547685052938862,TF-IDF,0.11729001806653203,1.3058518285341727,0.02806982518108917
227,8,15.73062331943301,TF-IDF,0.11279107164229707,1.3274556238419921,0.027793111226291318
228,47,14.74948441717575,TF-IDF,0.12919889756702393,1.3983575319804606,0.02574251530259585
229,4,15.504341203213453,TF-IDF,0.10100157924370612,1.2077903738225586,0.027950064537831606
230,6,16.089546039115714,TF-IDF,0.12674659536405888,1.2314873300228888,0.028092620245133273
231,44,14.948383401408707,TF-IDF,0.12722407620673706,1.2458730092014705,0.025767323745899524
232,6,16.379069725332645,TF-IDF,0.11744936230893328,1.3107505477916785,0.028086241877922306
233,6,16.415433340079925,TF-IDF,0.11251310109880971,1.3121763341929873,0.028079167626506345
234,7,16.966263920378648,TF-IDF,0.11808756732385793,1.331717122737025,0.02796189456931443
235,6,16.60733741671835,TF-IDF,0.7946734437108249,1.2893015542049933,0.027162758974048958
236,8,16.328586394803327,TF-IDF,0.13400968976581307,1.2310144020086204,0.027747549664877934
237,4,16.10401447913497,TF-IDF,0.6918193453405962,1.2656610403816864,0.027200277302427873
238,6,15.593019039949626,TF-IDF,0.11920654543990947,1.3656091520460576,0.02805621715974965
239,6,16.012279204857325,TF-IDF,0.11136493379391582,1.382767691246933,0.028096402472913676
240,9,16.1530388979404,TF-IDF,0.11622352143324377,1.3821352990662121,0.02771924237521114
241,7,15.689688956262058,TF-IDF,0.11315522570808415,1.350071556111749,0.02791884801797485
242,6,15.373694728719194,TF-IDF,0.10105582166611009,1.3912372428827111,0.02799284599042651
243,6,15.924541723769291,TF-IDF,0.1298309796889893,1.3442411062953528,0.028083204669028052
244,6,15.824427510193306,TF-IDF,0.12631587947028605,1.4123951104170622,0.02805349646961535
245,6,16.271252446724116,TF-IDF,0.12463553012006752,1.416631303425941,0.028064768879600643
246,6,17.048834034529985,TF-IDF,0.12207837659959914,1.3816124531989962,0.028079839514704153
247,7,16.687977103749898,TF-IDF,0.1160170935126961,1.4465207773868851,0.027909956926023938
248,4,16.046629285146864,TF-IDF,0.12649878166860115,1.4237781077793736,0.02795866082169571
249,8,17.20254012507048,TF-IDF,0.4749063616618436,1.4754934727809028,0.027482356078805146
250,6,16.424382487607136,TF-IDF,0.12969637231857387,1.4118567792574201,0.028098129042755177
251,7,16.442292043598204,TF-IDF,0.11678841332931048,1.4141778990129512,0.02793776715554461
252,6,17.052598079260456,TF-IDF,0.1296284470068855,1.3904663954399414,0.028088529497262437
253,7,17.02071972922583,TF-IDF,0.13209790877533065,1.4007508642595945,0.027928236170072042
254,6,16.080842411061962,TF-IDF,0.10311495432441564,1.3661698824786044,0.028075735054829173
255,9,16.13327418078049,TF-IDF,0.10167342815036706,1.5106094963974568,0.027740531404145206
256,6,16.746100591161525,TF-IDF,0.10005694262860867,1.4611804455106239,0.028021768034941167
257,7,15.622194202246362,TF-IDF,0.11937288109425385,1.3768596750389426,0.02793404206111463
258,6,15.932023585440998,TF-IDF,0.1309609908908593,1.433670007951845,0.02803907715470362
259,8,17.26128534565408,TF-IDF,0.11561784943213707,1.4309703377961327,0.02779239248874639
260,6,15.931000256929892,TF-IDF,0.10161285018779083,1.4104772752705963,0.02800854052171364
261,8,16.448668842201275,TF-IDF,0.12966692667761823,1.3628852070307522,0.027808529232163755
262,6,17.84311687081303,TF-IDF,0.1479803803226414,1.3818618762955999,0.028094978709827682
263,7,18.828524672202903,TF-IDF,0.14834181552327338,1.4517740404376276,0.02792656102024559
264,9,18.04560179508523,TF-IDF,0.1004379920055434,1.354837600884909,0.027678060656420495
265,6,17.393651716874174,TF-IDF,0.1229388504269168,1.4169924648006487,0.028067524992412086
266,6,17.593078450466464,BM25,0.11950784009350483,1.4069157387612994,0.025713458423374965
267,7,18.412375802762913,TF-IDF,0.12054207778245137,1.469376236865494,0.027958855075086254
268,7,17.081074808646548,TF-IDF,0.12764400779923016,1.3834329286408587,0.027923748916751003
269,6,16.334229687127692,TF-IDF,0.15051717040966958,1.3639966206891825,0.028083360071740473
270,8,16.54392160454018,TF-IDF,0.15516745464101236,1.42277137515854,0.027808586365513855
271,6,16.055959343976184,TF-IDF,0.15021579959178735,1.3838076737388694,0.02809308073993558
272,8,17.28751405105346,TF-IDF,0.16583759357261535,1.3859982993430058,0.027800278033734506
273,6,15.52982589957049,TF-IDF,0.14897700556545596,1.3509961419599963,0.028068779640781326
274,7,16.28172128463798,TF-IDF,0.1535727324809854,1.3566980531358572,0.027968498041925152
275,6,15.550096424478074,TF-IDF,0.14956632106783385,1.3737795544181,0.028080349144187406
276,6,15.581635785642867,TF-IDF,0.1628374286507794,1.362293425392644,0.028065941255945713
277,24,15.60217519101262,TF-IDF,0.18492164296843322,1.3673739847786899,0.02663974428940685
278,9,16.720552421773544,TF-IDF,0.1666082968423907,1.3974473866842845,0.027731132968045004
279,6,15.974702030769896,TF-IDF,0.17045977206779045,1.3382725122613806,0.02804469336302364
280,7,17.79467586128429,TF-IDF,0.15097536441978462,1.3802844978980402,0.02794874018677513
281,6,15.481345412751201,TF-IDF,0.1479694136393308,1.4835731479185192,0.028059642875424836
282,8,15.587543169821952,TF-IDF,0.18790757950925274,1.4912944733243196,0.027796612357988717
283,6,16.200909576947648,TF-IDF,0.1523483486932379,1.44155244798493,0.02809417998559255
284,7,16.814653934273252,TF-IDF,0.14899589203788263,1.5402623952743193,0.02795204020907999
285,6,16.215451514880364,TF-IDF,0.17584082932136574,1.4709194494956408,0.028086431560644748
286,10,16.2776309166799,TF-IDF,0.2010159862306883,1.455995779246739,0.02772098379972378
287,7,17.470913879682442,TF-IDF,0.3873918303517537,1.5107508069072901,0.02777033673025312
288,8,16.480864900470994,TF-IDF,0.17021676829333363,1.5748334391684025,0.027823225072490156
289,6,17.052093893567434,TF-IDF,0.17532690591033748,1.4802849553371606,0.02808824040251062
290,4,17.002070110632022,TF-IDF,0.17687228731654853,1.4849303446988527,0.027995712941937284
291,9,19.32997716819124,TF-IDF,0.20203764450374687,1.4508566299528447,0.02777759609372366
292,6,17.540314230161098,TF-IDF,0.1483172195592063,1.538604402173927,0.028105800909013774
293,8,18.377990188882727,BM25,0.1792888081986958,1.5180427214618657,0.02533371361291143
294,6,17.77561860742721,TF-IDF,0.14971807145662971,1.4377302582048666,0.02807796211281801
295,7,17.72038062225149,TF-IDF,0.16474072272302423,1.4337799394495625,0.027967790731050227
296,4,17.403066802918694,TF-IDF,0.19149595980746403,1.5791184101986893,0.027997955997264252
297,6,17.033447757681916,TF-IDF,0.1467583366083309,1.5255386539807199,0.02810458511132252
298,6,17.82738584792007,TF-IDF,0.14836044163247936,1.6339177675260772,0.02803267479148546
299,5,16.963266741750505,TF-IDF,0.1747468885372183,1.4853236652465645,0.028060193640920356
