,topK,alpha,beta,result
125,18.0,0.40053822193978356,0.21258428959269277,0.028359370143664415
126,17.0,0.4485751060927355,0.18791159537826568,0.02831360747285869
127,19.0,0.39187801972724273,0.2261046731306741,0.02834747040949449
128,16.0,0.41502803811096134,0.19758354556047636,0.028330836605930793
129,15.0,0.4266541944225682,0.20560573183701603,0.02827844646650718
130,18.0,0.3734730400042865,0.24243232699750353,0.02830606815597229
131,17.0,0.3972103296650824,0.15458804142981647,0.028294336393851836
132,17.0,0.4071001731040577,0.19161083079507554,0.02838451567373391
133,16.0,0.4082280024959856,0.2176665300884172,0.02831040571991601
134,19.0,0.3893942314205194,0.1704523431764416,0.02831686750181835
135,12.0,0.41359841534925046,0.1830521769018845,0.028118139427312804
136,17.0,0.4229121223401775,0.1929751193325006,0.028327944515746054
137,20.0,0.38040421471035646,0.20965849044001295,0.02831344635681107
138,18.0,0.40113024595567953,0.23068452830973224,0.028330034453694607
139,18.0,0.44183989804683743,0.22015752746883668,0.02835980092912461
140,16.0,0.3571949722428225,0.2025869997752028,0.028359051339570517
141,17.0,0.4051436478964543,0.18957492803353532,0.028391410526430422
142,9.0,0.4065877435574654,0.19385479255284485,0.027777091034908344
143,17.0,0.42917296897936774,0.1759789563465783,0.028301729449361757
144,19.0,0.41900121894537135,0.21032909878902034,0.02843028177254074
145,16.0,0.4181665014277407,0.1848120285139276,0.028272609723455477
146,17.0,0.40968465248059077,0.20889628397157628,0.028329793350957023
147,18.0,0.38656799040359874,0.20224331576169988,0.0283084346193357
148,19.0,0.395788004099634,0.21258336347915263,0.028379406809563176
149,18.0,0.2060035462367086,0.2353556715896829,0.02814873205098596
150,17.0,0.4136539805717991,0.16602364738098446,0.028344177243191687
151,19.0,0.43723364373908663,0.2250084297680767,0.02836997180811882
152,20.0,0.40440147051918757,0.2166799505389199,0.028350736151789274
153,19.0,0.4225048874947608,0.1960518381168487,0.028337477786552656
154,18.0,0.3678367194820673,0.22079734153738168,0.028300549074347484
155,19.0,0.4322684234816865,0.18889748923837524,0.028385598922052856
156,17.0,0.4182989274518746,0.1903323854160603,0.028351371474642995
157,16.0,0.3981806191701549,0.1811710735671418,0.028273640409092218
158,20.0,0.4309129543500848,0.20380343025772293,0.028281621938108667
159,18.0,0.4598915587698548,0.19718618952226688,0.02830578705988962
160,19.0,0.37746280651871916,0.20722806027211838,0.028344048121820228
161,19.0,0.4251782409275804,0.21564538133284128,0.028398829863281305
162,20.0,0.4257902221719908,0.21352169122408826,0.028288159136033234
163,8.0,0.413217795602208,0.18834367806149793,0.02740507636672055
164,19.0,0.4089919432655928,0.2322046560808803,0.028297267334714705
165,17.0,0.43504048181774685,0.17459035663062758,0.02830787014183623
166,19.0,0.42021612746444126,0.22484264768846465,0.02838617711155636
167,19.0,0.4197329690090737,0.2502126814278881,0.028275716635036814
168,20.0,0.4402614664374204,0.22643294226450883,0.028279228050737265
169,19.0,0.4274432606299791,0.23969698406104148,0.028275178438878376
170,19.0,0.38990981453348794,0.21251380002123962,0.028364744106579784
171,18.0,0.4067455467007129,0.2000076808593708,0.02834073438751143
172,2.0,0.4137987746108997,0.21619920576688492,0.019178219030067667
173,18.0,0.4016607148716887,0.2216648490246567,0.028371777221983713
174,19.0,0.42122277719031176,0.2031506126371099,0.028344106397837368
175,17.0,0.39474372439792466,0.19347404404204485,0.02840910129697193
176,18.0,0.3834591204885411,0.20850353265504667,0.028301758016036745
177,20.0,0.3954893567334864,0.4328691343596861,0.027304186869018563
178,17.0,0.37315156315006204,0.22703067789959583,0.028363821974308385
179,3.0,0.4322756429377687,0.18312650130620733,0.022836742823136844
180,19.0,0.44659589945427597,0.19796171920362593,0.02834117431430763
181,17.0,0.40255275373451355,0.19327386988078876,0.028373702615883872
182,17.0,0.41173284175758623,0.18757277442906084,0.028350096258267513
183,16.0,0.38987635157445133,0.2076340281609087,0.028379243408181758
184,18.0,0.4169579290749497,0.21692803465171026,0.028353575679291858
185,16.0,0.4070233693994815,0.2002351137061972,0.028369111379865586
186,17.0,0.3140982696438198,0.23251937749906995,0.02826408314227858
187,18.0,0.39547206444140653,0.21066365092617528,0.02836877200776569
188,17.0,0.42289863697675634,0.22333029719056813,0.02840760554586503
189,18.0,0.4221551757311196,0.3239469966448396,0.028009972283468437
190,19.0,0.42624281887002546,0.2387395177986109,0.028291051226218007
191,17.0,0.41710542333843187,0.22429732539587802,0.028387082103822913
192,17.0,0.4152759119991934,0.22464494263629137,0.028397571786911078
193,17.0,0.41692061788004003,0.22636844599203038,0.02839008846070798
194,17.0,0.4119475822733644,0.22044523158077126,0.028371172751139206
195,17.0,0.41645892638708304,0.22833463331860993,0.028368197246263233
196,16.0,0.40097429100649035,0.245467693658942,0.02830898195683028
197,17.0,0.41067426578487126,0.23442573370321565,0.028363973949019818
198,17.0,0.2591078296484873,0.21689104837298645,0.028291032943546124
199,16.0,0.3815510900491618,0.2239338034390722,0.028357341909733942
200,16.0,0.36591634873918716,0.2106244649338088,0.028364168202410285
201,17.0,0.420352948772285,0.2222279755010293,0.028406347469494646
202,17.0,0.4233277303074452,0.21625862457518194,0.028401388294701308
203,17.0,0.42676708101141425,0.21616145655047575,0.02837361691585877
204,17.0,0.42328161745866416,0.2041716093171481,0.028371804645991844
205,16.0,0.40571203340105133,0.23382234098875293,0.028274794502765443
206,17.0,0.4159847893256308,0.21260319862972485,0.02835954725704993
207,17.0,0.42541569510821775,0.22050420174736235,0.02841360797563211
208,16.0,0.4242382877520473,0.20690585340331913,0.02834849880979725
209,18.0,0.4110782659896624,0.21937721414238046,0.028336025456791723
210,18.0,0.40105012808214274,0.22868254171699393,0.02832413486395778
211,17.0,0.4317159713448365,0.2188955333670011,0.02839569667035907
212,17.0,0.43298545677013783,0.21376469536151727,0.028366828331193555
213,17.0,0.41852352062660836,0.20208537770602153,0.028383444994752094
214,17.0,0.42799012500361844,0.23806446694381692,0.02834870906052588
215,17.0,0.4218683174613516,0.2261422792062613,0.028414462690550465
216,18.0,0.4234486243252683,0.2101648083667632,0.028365195460046053
217,17.0,0.43624851588099034,0.22884806552197168,0.028386230816905642
218,16.0,0.4286869800776441,0.22005520627305586,0.02830203339878454
219,17.0,0.40817274278418947,0.1976639256755951,0.028355654190570432
220,18.0,0.4142421064029184,0.2049885538219146,0.028377171752905217
221,17.0,0.4197086307318992,0.22287532019170855,0.02840734616045534
222,17.0,0.420392882247164,0.21820156979200855,0.028413700531659394
223,17.0,0.422102450524717,0.2159518027704208,0.028395337872920045
224,14.0,0.4217827371292447,0.215128657270333,0.028158345308482796
225,16.0,0.4302880198198717,0.21313053954808758,0.028339203213727265
226,17.0,0.42417030292382174,0.2343202680033107,0.02838518299126381
227,18.0,0.41912923358362864,0.2205788434913536,0.02835758301247163
228,17.0,0.43662351795178994,0.2441197126156141,0.028333217923965277
229,18.0,0.43089377170204524,0.20732458658995523,0.02835520740777225
230,17.0,0.4129783115584198,0.22100269127028138,0.028386468491642277
231,17.0,0.4050285158601023,0.1963244503927232,0.028371946336700156
232,16.0,0.3759492713078488,0.20976266506885943,0.028379847879026397
233,17.0,0.42117295251737397,0.1136461443061059,0.02813459154682304
234,17.0,0.41013211550212053,0.21672466396183515,0.02837604622590724
235,17.0,0.425239887496319,0.23046838489203356,0.028428197547927345
236,18.0,0.4276122514283879,0.22452858986510302,0.028360902460115522
237,11.0,0.42376931119459016,0.23092493575157533,0.027966093870550594
238,16.0,0.4400395953763472,0.23232894227487608,0.02827105798166538
239,17.0,0.4176317137810762,0.21789716240972057,0.02838363124947364
240,17.0,0.36985864044493066,0.2037817860261147,0.028407818081927494
241,17.0,0.3594932123638649,0.20373891750870685,0.028396467970586044
242,17.0,0.36206929981597213,0.20367815831291802,0.028371052771103793
243,17.0,0.3698734260891623,0.21112653165313505,0.028417615308811862
244,18.0,0.3797070468710821,0.2062851423157742,0.028308287215292265
245,17.0,0.35213362688163496,0.22495585820922467,0.02833591576075945
246,16.0,0.36488155636119357,0.20981569174488457,0.028366570088450702
247,17.0,0.3694602254459246,0.1993783183633743,0.02838291136926163
248,19.0,0.36007647314881036,0.21585870549615738,0.028344707440680954
249,18.0,0.3710757970317169,0.22350173321173236,0.028322496279475383
250,17.0,0.370663352732652,0.20666627902556056,0.028390173018066133
251,16.0,0.3733428545929741,0.21280321815970824,0.028362683877973294
252,17.0,0.3564262704839449,0.23926062182215885,0.028327655420994274
253,19.0,0.3475815854661151,0.22815095686882367,0.028280960333913873
254,16.0,0.36770569622683236,0.1962517167629179,0.02835276210038564
255,18.0,0.3768158701983719,0.20266045787189807,0.028301833432058974
256,19.0,0.3614997448510574,0.22184801380304747,0.02835534338514551
257,17.0,0.38223370435979626,0.21233282102120032,0.028409132148981112
258,20.0,0.38267009420568976,0.3904199622342786,0.027539346595582933
259,18.0,0.3865826299298935,0.2110416593843917,0.02831662982708169
260,17.0,0.37648680494195425,0.2012007732796577,0.02840916528632405
261,17.0,0.3747552599835636,0.20182312882031989,0.02842069822438602
262,16.0,0.3828226927132513,0.1980280493665126,0.028380372363180792
263,15.0,0.37676743779470573,0.20942512728098392,0.028352943784439158
264,17.0,0.3768858923894626,0.195437188613159,0.028384078032271793
265,17.0,0.3907542567195963,0.2306941711990853,0.028371988615379318
266,17.0,0.3701873569884613,0.21558488622398525,0.028413566839619993
267,16.0,0.3697256313518651,0.219938690756497,0.028391007164978367
268,17.0,0.36605850365468606,0.23466905737348423,0.02831686521648431
269,18.0,0.377056396195047,0.21474965936547033,0.028309349895605126
270,17.0,0.3712769322698512,0.2254328713361007,0.028366685497818078
271,17.0,0.4166029966692299,0.20901237219950722,0.0283454547449011
272,18.0,0.3880005349360675,0.21800068800642242,0.028331253679386853
273,13.0,0.49433834459440584,0.24193642907725676,0.02813304894636898
274,16.0,0.3816156800159605,0.22785704243694319,0.028351738270750944
275,17.0,0.42859246443087834,0.20320400937712166,0.02838335015339087
276,18.0,0.36553520950349655,0.21253764648268963,0.028348061168335062
277,17.0,0.41325745040689643,0.22418851389851752,0.028379741610995195
278,16.0,0.4204966980784313,0.1928189592507522,0.02831126043483422
279,17.0,0.37280793611618085,0.2054548459981958,0.02840712676839063
280,17.0,0.3733648396874836,0.20606260293817402,0.028405790990664048
281,6.0,0.3733796940196615,0.1998430189211258,0.026633492758232947
282,17.0,0.37155948460543636,0.20600353018944398,0.028400644418482227
283,16.0,0.382978542581368,0.18149016140265778,0.028311552957586986
284,17.0,0.36483218136025414,0.19037744507342014,0.028390633512868434
285,17.0,0.3765851385255553,0.19992104163367533,0.028394956222140905
286,18.0,0.3532296926762756,0.20876007948739267,0.028346459149196767
287,17.0,0.3781967609935339,0.21382138138136023,0.02842182375138418
288,17.0,0.3837454922503494,0.19300936044502046,0.028393025114905785
289,18.0,0.37385591597043377,0.20405815732338928,0.028298454565730935
290,16.0,0.37699089171644623,0.2119693716149529,0.028359941477165956
291,17.0,0.3676591209085693,0.21843692947848956,0.028400567859793096
292,15.0,0.38799033610794664,0.20403601213110026,0.02836033112661399
293,18.0,0.3586374827507147,0.19495461776508435,0.0283200429734199
294,17.0,0.3939005828288199,0.18637244208913256,0.02839596748243866
295,18.0,0.37146078577656644,0.2329962606893049,0.02829874708848359
296,16.0,0.380242126948455,0.2503387658961466,0.028315107794633657
297,5.0,0.361661317137725,0.4871338876956504,0.02493693735076717
298,17.0,0.3839816662656345,0.29066924105926206,0.028174178102477326
299,17.0,0.3768048491882805,0.21359264866197847,0.028426159029993795
