topK,alpha,beta,normalize_similarity,implicit,iteration,RECALL,MAP
16,0.1832424824186072,0.27619162173484857,True,False,222,0.12077049907758335,0.028087342266246148
23,0.2166442502935459,0.23474504603213786,True,False,223,0.11982825737962587,0.02807021368787014
10,0.19938379187305677,0.2182954661136441,True,False,224,0.11958846607925201,0.02813964899097876
16,0.23489324700330155,0.24673961830457322,True,False,225,0.12144509778779856,0.02819399194831049
15,0.23336044684378132,0.26225182345654496,True,False,226,0.12111575045341291,0.028176657689873836
11,0.22948899956639005,0.2823372606481368,True,False,227,0.11987204848988361,0.028027788747380274
16,0.24147349317664932,0.26743164693307553,True,False,228,0.120864383804896,0.028205763703776105
20,0.22672921782164815,0.2950900116755496,True,False,229,0.12026348373483663,0.02802578565212402
14,0.2105735624269403,0.253588803453849,True,False,230,0.12087605309018383,0.028236726551558296
16,0.19850079921117636,0.23375911795327653,True,False,231,0.1214363269413111,0.02816231950431948
11,0.19881683511397602,0.22768896581690476,True,False,232,0.12004756606445784,0.028087200575537867
21,0.22045398831748694,0.24919437941848926,True,False,233,0.12049370026551191,0.02813343516781588
16,0.17993759822185615,0.2307678723482604,True,False,234,0.12128281758455589,0.02813945473758807
7,0.15521040322131466,0.22460601261985075,True,False,235,0.11668632937119643,0.02729398513801512
15,0.18108601262439863,0.23653117432325776,True,False,236,0.12114573797939318,0.028166460529538553
14,0.17831269251193568,0.23878793526285189,True,False,237,0.12090541609417396,0.028218879235637352
10,0.15773760722838198,0.24723987310070045,True,False,238,0.11942737082859009,0.02797727372450873
14,0.1805693011913083,0.22631013006753944,True,False,239,0.1208209369428822,0.02820919627545342
26,0.19009271629345484,0.23614410056271912,True,False,240,0.12012315531370713,0.027901781143616928
17,0.19969891133792023,0.21577331317422252,True,False,241,0.12122732411725051,0.028166629644255026
16,0.1687579112624046,0.21921013621500554,True,False,242,0.1211545058650555,0.028178645930459333
65,0.16755097839069952,0.21693059378224208,True,False,243,0.11647277341705385,0.026779644438593278
20,0.14458756110422305,0.2516228717047764,True,False,244,0.12032574551431682,0.028043700385398048
