topK,alpha,beta,normalize_similarity,implicit,iteration,RECALL,MAP
37,0.2654188338291155,0.2548475702830288,True,True,314,0.04131135640373174,0.04131135640373174
10,0.28928488747792896,0.24781190826534283,True,True,315,0.04270705271514543,0.04270705271514543
11,0.29154953525342076,0.24334502927150894,True,True,316,0.04290493231573474,0.04290493231573474
12,0.2701980646873397,0.2523200176827882,True,True,317,0.04283277476402631,0.04283277476402631
13,0.30354416914123006,0.24757765052821407,True,True,318,0.04275061458402193,0.04275061458402193
11,0.281715045021758,0.24171126792355635,True,True,319,0.04291372223101172,0.04291372223101172
9,0.27647714582857863,0.2430636691985246,True,True,320,0.0426547651732246,0.0426547651732246
10,0.2808478073331321,0.2622012593264915,True,True,321,0.04270446724705403,0.04270446724705403
11,0.22265853091374718,0.25109461460614335,True,True,322,0.04293583733776419,0.04293583733776419
13,0.20508013156944743,0.25642744601369755,False,True,323,0.03314613034095171,0.03314613034095171
12,0.26879608400080485,0.25136961514695416,True,True,324,0.042841978309115555,0.042841978309115555
11,0.22565481519450595,0.2408073207668524,True,True,325,0.042865232870201414,0.042865232870201414
9,0.24683569893974966,0.12657827205956126,True,True,326,0.04230482420845499,0.04230482420845499
10,0.22254690949976663,0.24626892450741975,True,True,327,0.042674185487384796,0.042674185487384796
12,0.21357591061334574,0.10131992662561384,True,False,328,0.042394838846667726,0.042394838846667726
11,0.23788864817918512,0.2506681204523882,True,True,329,0.04288147488444126,0.04288147488444126
10,0.28668899744969084,0.25871320867259384,True,True,330,0.042680063088124644,0.042680063088124644
12,0.2915393285043487,0.24510639036598603,True,True,331,0.04290041619949983,0.04290041619949983
11,0.4379207502924507,0.253053782417383,True,True,332,0.04268387141274578,0.04268387141274578
12,0.28230597199537866,0.24116997343731952,True,True,333,0.04288381127299963,0.04288381127299963
13,0.40897087088132833,0.24703559736343653,True,True,334,0.04266189606102525,0.04266189606102525
11,0.3310571940927532,0.2959419057279877,True,True,335,0.042740415847858135,0.042740415847858135
10,0.2609235922883098,0.1097382834809119,True,True,336,0.04233346835472527,0.04233346835472527
11,0.3071840851405758,0.28683068998804584,True,True,337,0.042791645083528965,0.042791645083528965
9,0.294972367640556,0.23760441925540812,True,True,338,0.04263111501523378,0.04263111501523378
29,0.27708252079165363,0.24961365647731584,True,True,339,0.041709814905729226,0.041709814905729226
12,0.2884013414113205,0.24146135223232482,False,True,340,0.03471524348707642,0.03471524348707642
14,0.29893625803929996,0.25423620956980153,True,True,341,0.04280114166336252,0.04280114166336252
10,0.31056790390974137,0.2452183424661236,True,True,342,0.04274259895670447,0.04274259895670447
13,0.29446836683003863,0.23673702052582624,True,True,343,0.04279496313848153,0.04279496313848153
11,0.2848334141240173,0.24947718898893298,True,True,344,0.0428987492826268,0.0428987492826268
8,0.2558710556894912,0.24329706842431673,True,True,345,0.042391852146387535,0.042391852146387535
11,0.30341095807704194,0.25591224412095714,True,True,346,0.04284724391806219,0.04284724391806219
12,0.2721775431345697,0.2334799130656559,True,False,347,0.04282254897850155,0.04282254897850155
10,0.29089100590512007,0.2616799623209875,True,True,348,0.04266243141296218,0.04266243141296218
12,0.29707979559397674,0.2484350758372217,True,True,349,0.04291423278770078,0.04291423278770078
13,0.3082344525605676,0.24047346788332857,True,True,350,0.0427537568181278,0.0427537568181278
12,0.32442279390128304,0.24604438374767013,True,True,351,0.0428431876409647,0.0428431876409647
13,0.3005262717679766,0.23917864446353373,True,True,352,0.042753010706586186,0.042753010706586186
12,0.3153731531130934,0.24418845520539859,True,True,353,0.04286447886926274,0.04286447886926274
14,0.29547362646959496,0.24752685388638204,True,True,354,0.04279461036973131,0.04279461036973131
10,0.4848684688775521,0.25303300024833786,True,True,355,0.04256917648671018,0.04256917648671018
12,0.3047891823940755,0.2349282377958614,True,True,356,0.042881059000515205,0.042881059000515205
11,0.29744290002980617,0.24201564034292994,True,True,357,0.0429074636851042,0.0429074636851042
9,0.2014551432043108,0.24827825544301857,True,True,358,0.04258459349543835,0.04258459349543835
11,0.3092979423317,0.25711149622331475,True,True,359,0.04286437292593217,0.04286437292593217
12,0.3023281362304631,0.25160292693400876,False,True,360,0.03511263241225652,0.03511263241225652
10,0.29241259956041954,0.2382541087945747,True,True,361,0.042756939626275255,0.042756939626275255
13,0.3148403065516982,0.24398511125294806,True,True,362,0.04279353628468736,0.04279353628468736
11,0.28858408527216506,0.2480635526720329,True,True,363,0.04292821843440844,0.04292821843440844
11,0.27880890323341606,0.25336782355580956,True,True,364,0.042855563850691336,0.042855563850691336
10,0.28689382406140446,0.24167904315604555,True,True,365,0.042707018903444194,0.042707018903444194
12,0.2311994612335052,0.23523472505308995,True,True,366,0.042778890182748316,0.042778890182748316
13,0.2894873077696134,0.24878934488010176,True,False,367,0.04278516563450651,0.04278516563450651
9,0.29462569612787,0.24506059774071046,True,True,368,0.04266694640214015,0.04266694640214015
6,0.2832212636034379,0.23966321577731498,True,True,369,0.04149993778646805,0.04149993778646805
11,0.29816374558989456,0.25802923016645796,True,True,370,0.0428213486631062,0.0428213486631062
12,0.28914867925824456,0.2509776706320193,True,True,371,0.04289176942042495,0.04289176942042495
11,0.28132697597841344,0.24513834968483197,True,True,372,0.042885506366290946,0.042885506366290946
7,0.29383691030933173,0.2328524840609833,True,True,373,0.04211961948762021,0.04211961948762021
10,0.2995894477444351,0.24222747224164556,True,True,374,0.042704550649250585,0.042704550649250585
14,0.28735506594413746,0.22674797563698953,True,True,375,0.042835831341822346,0.042835831341822346
9,0.2721791193857686,0.25415232029009593,True,True,376,0.042622952870544,0.042622952870544
13,0.2776921129458041,0.2490878554446003,True,True,377,0.04281570323604865,0.04281570323604865
11,0.302737985486391,0.2372352234602582,True,True,378,0.04289967797735529,0.04289967797735529
12,0.2925463255540722,0.24574409909442013,True,True,379,0.04289099513246567,0.04289099513246567
10,0.296593009714389,0.24078291235952637,False,True,380,0.035249197873738904,0.035249197873738904
11,0.2857085294075503,0.27113587955213975,True,True,381,0.04280418246236475,0.04280418246236475
12,0.3060181865071512,0.250708070636598,True,True,382,0.04285211054893329,0.04285211054893329
10,0.28103442681455465,0.26490311599143085,True,True,383,0.0426747343640024,0.0426747343640024
12,0.24622151606952514,0.24725960588463236,True,True,384,0.04279871285615387,0.04279871285615387
11,0.2987750584322909,0.25447972205854436,True,True,385,0.04284794156616536,0.04284794156616536
10,0.29041459041681694,0.2368774506180749,True,False,386,0.042772125588378195,0.042772125588378195
23,0.3024887609979687,0.2595634822863386,True,True,387,0.042256827371427275,0.042256827371427275
13,0.26561786724293523,0.24277800828759213,True,True,388,0.04278879137594069,0.04278879137594069
11,0.31257253721649564,0.24703741677587038,True,True,389,0.042923603137183165,0.042923603137183165
9,0.3130396930984122,0.2506040725720197,True,True,390,0.04270407503131919,0.04270407503131919
32,0.3213713987087349,0.2475842749689958,True,True,391,0.04161826747039169,0.04161826747039169
4,0.30984475859398786,0.14432762059494664,True,True,392,0.038652092020121605,0.038652092020121605
12,0.3353010893775188,0.2561525887096262,True,True,393,0.04281218343794475,0.04281218343794475
40,0.3147432271014847,0.24583747356646143,True,True,394,0.041135387912630605,0.041135387912630605
8,0.30578151224306227,0.2526918981476477,True,True,395,0.04241258886278449,0.04241258886278449
14,0.31888036663842323,0.23933362380542195,True,True,396,0.042810057808990956,0.042810057808990956
10,0.32599482852836903,0.2491557028083291,True,True,397,0.04274951908490037,0.04274951908490037
12,0.2981012590382855,0.23175111734845474,False,True,398,0.03474276621192085,0.03474276621192085
11,0.30847750412984654,0.24328005999183908,True,True,399,0.04291765565892756,0.04291765565892756
11,0.31077863515239373,0.23618440220709694,True,True,400,0.04290922752885432,0.04290922752885432
10,0.3190715630152575,0.27521582220056284,True,True,401,0.04268986735443997,0.04268986735443997
26,0.30681799064169973,0.2409731007485489,True,True,402,0.04205516874969113,0.04205516874969113
11,0.3135454388327598,0.24330237592059717,True,True,403,0.042891556406707124,0.042891556406707124
9,0.30300497445173974,0.2456549637524302,True,True,404,0.04267194602570325,0.04267194602570325
10,0.30257848870424947,0.2393440804186842,True,True,405,0.04275867416655117,0.04275867416655117
11,0.3090316537619365,0.23379071541358967,True,True,406,0.04288213533967284,0.04288213533967284
12,0.295989607311882,0.24473770245391244,True,False,407,0.042891640935960144,0.042891640935960144
9,0.29891720555221074,0.18260211020181633,True,True,408,0.04252468479604835,0.04252468479604835
11,0.31834523896411066,0.25287132265193996,True,True,409,0.042875784375115175,0.042875784375115175
10,0.30684671685521314,0.23927523698614778,True,True,410,0.04276213761181931,0.04276213761181931
13,0.2929783977096635,0.2597964816343201,True,True,411,0.0427649496183093,0.0427649496183093
11,0.4285027627424078,0.2486016955638564,True,True,412,0.04273078740238956,0.04273078740238956
12,0.2995090264637243,0.24365402220559182,True,True,413,0.04291629417442232,0.04291629417442232
13,0.220025467267696,0.16185873926378883,True,True,414,0.04257799007017771,0.04257799007017771
12,0.30949486178893354,0.25287845035558437,True,True,415,0.04282818200793534,0.04282818200793534
12,0.30279248110892065,0.2455355928044537,True,True,416,0.042882410341509844,0.042882410341509844
13,0.31233434958527323,0.25034137285207086,True,True,417,0.04277884960870666,0.04277884960870666
11,0.2988281644002879,0.2561817252749642,False,True,418,0.03527466484714536,0.03527466484714536
10,0.30481902059920835,0.24293576708299275,True,True,419,0.04275309861700958,0.04275309861700958
8,0.2951231627157811,0.22922676268459,True,True,420,0.04240023632124899,0.04240023632124899
14,0.3147315353275928,0.23569370902721085,True,True,421,0.042820869664004516,0.042820869664004516
12,0.32493998186885253,0.24636186086032438,True,True,422,0.042835838104162444,0.042835838104162444
10,0.30028469261125956,0.24893539273071974,True,True,423,0.042698586265144195,0.042698586265144195
12,0.4490521862914077,0.23857024783569708,True,True,424,0.042622444567967946,0.042622444567967946
11,0.29336339481363755,0.2435604894406722,True,False,425,0.04290138659532684,0.04290138659532684
11,0.307056902320135,0.25632462602902334,True,True,426,0.04284796185318608,0.04284796185318608
12,0.29153920004923833,0.2525743689722123,True,True,427,0.04285199446209222,0.04285199446209222
9,0.20995281809172608,0.24743853912323732,True,True,428,0.04257188593103946,0.04257188593103946
13,0.30006442308958053,0.24066358672314195,True,True,429,0.042770292994168665,0.042770292994168665
10,0.33054791624599433,0.23255522457283667,True,True,430,0.042699899286210756,0.042699899286210756
11,0.305121620638949,0.25045246046773845,True,True,431,0.04290408589614589,0.04290408589614589
12,0.3128566878643212,0.24365976449883736,True,True,432,0.04284284952395199,0.04284284952395199
10,0.29619937912307837,0.23609345071985025,True,True,433,0.042751019197380634,0.042751019197380634
11,0.2903812811254123,0.24647248327999405,True,True,434,0.04291416291018501,0.04291416291018501
12,0.287960694624999,0.27863694936817174,True,True,435,0.04281212708510955,0.04281212708510955
11,0.29194429095652474,0.2405032090134839,True,True,436,0.042901178089835554,0.042901178089835554
13,0.2869914758136802,0.24544023911448165,False,True,437,0.03455505153579414,0.03455505153579414
10,0.29453020244734957,0.25209178797328796,True,True,438,0.04271001462017783,0.04271001462017783
9,0.30125229076596544,0.260862513523234,True,True,439,0.04265914153442738,0.04265914153442738
12,0.36375814493192254,0.2382753344330546,True,True,440,0.04280252343488832,0.04280252343488832
11,0.3199614719631765,0.24356000239919223,True,True,441,0.04288534519718144,0.04288534519718144
10,0.2883315602939997,0.2480408819163728,True,True,442,0.04270465208435433,0.04270465208435433
13,0.2958709916166441,0.2552971173394276,True,True,443,0.04274376771451211,0.04274376771451211
11,0.3067922926147035,0.24239746208545634,True,True,444,0.04290659472438116,0.04290659472438116
12,0.29949389280893957,0.24919103504880286,True,False,445,0.04289103908767729,0.04289103908767729
10,0.29102659952597904,0.23749777219293725,True,True,446,0.042765268575358,0.042765268575358
14,0.27746164264202616,0.22418943870518648,True,True,447,0.04282307869515508,0.04282307869515508
11,0.3119889364599255,0.23213699581794078,True,True,448,0.042873117758940635,0.042873117758940635
13,0.28377448197383426,0.2472650420510674,True,True,449,0.04280786230252114,0.04280786230252114
8,0.23783373630150564,0.25482390983029335,True,True,450,0.042430618388965204,0.042430618388965204
12,0.3876344711173106,0.24124485704533016,True,True,451,0.04270615895917459,0.04270615895917459
21,0.30411437593274027,0.2513391580162024,True,True,452,0.04241639944151914,0.04241639944151914
9,0.2946594878405401,0.2449988622634899,True,True,453,0.042666636461545046,0.042666636461545046
10,0.25093358688394723,0.2355511389394779,True,True,454,0.04271428052982302,0.04271428052982302
11,0.3079805235249769,0.25836711382673094,True,True,455,0.042841633429762535,0.042841633429762535
12,0.3179145625206796,0.24590027525770777,True,True,456,0.04287050186031795,0.04287050186031795
11,0.2897981989374545,0.2404508326961276,False,True,457,0.03486562553675991,0.03486562553675991
11,0.2994128082751618,0.2517904054534066,True,True,458,0.0429169940766391,0.0429169940766391
10,0.3006580256594688,0.26182726816394625,True,True,459,0.042666805520051525,0.042666805520051525
14,0.3099266656715188,0.25292521872069057,True,True,460,0.04282104210368102,0.04282104210368102
12,0.30169202069272816,0.26475264022127326,True,True,461,0.04283713083820823,0.04283713083820823
13,0.4707789772255714,0.2505621250151349,True,True,462,0.04266023590649222,0.04266023590649222
11,0.3054649900043949,0.25644114503235527,True,True,463,0.04284432934941159,0.04284432934941159
5,0.3405088069666472,0.2501063084259455,True,False,464,0.04031517577350886,0.04031517577350886
9,0.3164246903038276,0.24307548963017825,True,True,465,0.04264734463184968,0.04264734463184968
12,0.29778074786618947,0.2551207095212053,True,True,466,0.04286664169108809,0.04286664169108809
10,0.2968367808146549,0.2377242524108852,True,True,467,0.04277194864047487,0.04277194864047487
11,0.3236943608710364,0.2483144078563239,True,True,468,0.04287195576347328,0.04287195576347328
13,0.3108975499155321,0.2314250494056671,True,True,469,0.04282956265240436,0.04282956265240436
34,0.30396876677411216,0.24349729036553439,True,True,470,0.04156219414498394,0.04156219414498394
10,0.2846282189575356,0.2534517946535179,True,True,471,0.04269301296971604,0.04269301296971604
12,0.29470265927009676,0.23955162245994804,True,True,472,0.04290907537619832,0.04290907537619832
11,0.30025922452620135,0.24713215174917783,True,True,473,0.0429161048288954,0.0429161048288954
9,0.30941972382469296,0.23530362727809095,True,True,474,0.042697080517380435,0.042697080517380435
10,0.3757053945791098,0.24468629554512322,True,True,475,0.04277245130776723,0.04277245130776723
11,0.31551363057775705,0.2508943336998909,False,True,476,0.035479177176469534,0.035479177176469534
11,0.3020679923268833,0.25819223535371894,True,True,477,0.042807289757712655,0.042807289757712655
10,0.30697295524445456,0.22792274694206455,True,True,478,0.04269800470388219,0.04269800470388219
7,0.2913633317286682,0.24592553816856857,True,True,479,0.04211141338771879,0.04211141338771879
11,0.3016407223369753,0.24122339427743436,True,True,480,0.04292248396987082,0.04292248396987082
9,0.40164283540728185,0.24047930279778978,True,True,481,0.0425420268176364,0.0425420268176364
10,0.31570328297972283,0.23886595857580306,True,True,482,0.042761181867729654,0.042761181867729654
11,0.30231376191367765,0.2514935177907625,True,False,483,0.0428979107524349,0.0428979107524349
9,0.3100092611161361,0.23599384960849712,True,True,484,0.04267731306975362,0.04267731306975362
11,0.2737846416892047,0.24684511775556078,True,True,485,0.0428631545776294,0.0428631545776294
11,0.2819910228764583,0.2438210775716312,True,True,486,0.04288968211139941,0.04288968211139941
10,0.2997520238586904,0.24879236195977705,True,True,487,0.0427044266730125,0.0427044266730125
12,0.30547263092178195,0.2541086229003137,True,True,488,0.04284641778549401,0.04284641778549401
11,0.3221900379448979,0.23281322049426836,True,True,489,0.04284431131650414,0.04284431131650414
9,0.29069623592107496,0.2431814911000313,True,True,490,0.04266439474575001,0.04266439474575001
24,0.29553040025682475,0.2584341776839576,True,True,491,0.04219708322231666,0.04219708322231666
10,0.3117092503961883,0.2400072333383886,True,True,492,0.04277708914612669,0.04277708914612669
11,0.2869229906761936,0.24818784140140135,True,True,493,0.042914134733767345,0.042914134733767345
12,0.3028876578420782,0.13726456580103963,True,True,494,0.04256281988686874,0.04256281988686874
10,0.29939648940097907,0.25096999061402114,False,True,495,0.035487045159357994,0.035487045159357994
8,0.2927648926415176,0.23541119204401,True,True,496,0.042456526041545074,0.042456526041545074
11,0.334593058920543,0.2450383026985099,True,True,497,0.0428348677083358,0.0428348677083358
10,0.27902356422737273,0.2408176834120574,True,True,498,0.04271135807177545,0.04271135807177545
12,0.30713649581819324,0.2530503326029971,True,True,499,0.042828863877244515,0.042828863877244515
