x_0,x_1,x_2,iteration,RECALL_val,SLIM_w,RP3b_w,ItemKNN_w,RECALL_test
0.9737486712745907,0.6298372892021245,0.9285365928939034,0,0.3057056160316105,0.047247060577294095,0.8210654621703851,0.1316874772523207,0.3388074905737232
0.5611486495367921,0.3207338780709533,0.6234319487206639,1,0.311064006759822,0.2641317872416238,0.5198540053960069,0.2160142073623694,0.3458373460127265
0.13486973646241107,0.4334200940988979,0.18183158953364809,2,0.3160529936099964,0.4408828754875044,0.18398259392093974,0.3751345305915558,0.35193305590910734
0.12030709726769107,0.17028306114156222,0.21082261406201086,3,0.3143708558032144,0.38894566961270793,0.32513829529810456,0.2859160350891875,0.35015707668423635
0.059689802448747,0.2893337165516179,0.025835437283029727,4,0.3142297486221755,0.36535004928684384,0.1607531312489736,0.4738968194641825,0.3490732412533335
0.6289771294977898,0.06073876037195036,0.8090616965672257,5,0.30713680139052546,0.1333616803844439,0.805695682533124,0.06094263708243215,0.34070053650270793
0.81733876331022,0.9990690234160584,0.7790260864948988,6,0.3142025261308184,0.4459033909714076,0.0020590759619539536,0.5520375330666385,0.3487059876438393
0.22857531168505185,0.5284613636328784,0.9972177105401778,7,0.3186515109715197,0.6973383094015129,0.30134526338715784,0.0013164272113293366,0.3541552014434941
0.6267213120547876,0.25410618760995407,0.3396738924979986,8,0.30936772545465835,0.16018142356230786,0.46965752749535306,0.3701610489423391,0.3440176180843617
0.06299153528936774,0.7076942649038727,0.07719907441594487,9,0.31662661264360226,0.4874506907323421,0.06095756096082828,0.45159174830682963,0.3519595386808853
0.3199045395929635,0.7376282398011859,0.5573818883206297,10,0.3189881738226302,0.5618452437258791,0.1500159859476636,0.2881387703264573,0.35487721250907445
0.33147770139045657,0.8315592624491328,0.5013784301697259,11,0.31844073362441483,0.5579441880545603,0.09320305075868016,0.3488527611867596,0.3546301543068943
0.3418520100942403,0.5808135406406745,0.6089779734986807,12,0.3174665462752803,0.5080652858728236,0.25717407331020936,0.23476064081696704,0.35354392556870723
0.34021515429383437,0.8109166865731279,0.9938559489063095,13,0.3206652502696044,0.8332576260624653,0.16197936252184947,0.004763011415685155,0.3567308225874215
0.3396402500751021,0.8181737583205306,0.36597463022395604,14,0.3167653881456236,0.4724370456451513,0.0877967467378311,0.4397662076170177,0.35190031564171836
0.4681618562037938,0.954532212653415,0.7668423325657572,15,0.32003954512842214,0.7086622164940144,0.04345107171497265,0.24788671179101304,0.35647438104487733
0.46452222090696627,0.9701590758576957,0.8268703832098414,16,0.3206213891240589,0.7767280536061831,0.03068963500052861,0.19258231139328816,0.35677221897356026
0.5097340476763812,0.8727582579261283,0.88535380120444,17,0.32078024895289664,0.7232412873236136,0.1460686658416514,0.130690046834735,0.3569752401716653
0.7391318669754845,0.8439840671050433,0.9090486075140959,18,0.31736231421393,0.5328779890289755,0.2990206730585329,0.1681013379124915,0.35337413673179147
0.46013940389386443,0.6882903585339432,0.7060348688716498,19,0.3176342945410367,0.5182228641935167,0.24938529926670147,0.23239183653978168,0.3538525379839785
