Iteration,SLIM_w,RP3b_w,ItemKNN_w,MAP_val,MAP_test
0,0.04483797824468729,0.8200414427251658,0.13512057903014704,0.12457419816457385,0.0
1,0.7526783384283701,0.0615033563048042,0.18581830526682572,0.089586672301569,0.0
2,0.3474772164200907,0.5970275993632196,0.05549518421668971,0.11889858286241552,0.0
3,0.05100191831928723,0.418279896294439,0.5307181853862739,0.10116015240875026,0.0
4,0.6205237741812343,0.3314095112824368,0.048066714536328985,0.1055665490095629,0.0
5,0.013892466671164087,0.8518111692062328,0.13429636412260307,0.1251351386126948,0.0
6,0.33612373968643766,0.2892887393680845,0.3745875209454778,0.0986036066454207,0.0
7,0.1863689985821157,0.6530485359957384,0.160582465422146,0.11941889543054454,0.0
8,0.5765270790594876,0.11615210243525488,0.3073208185052575,0.09108912457938068,0.0
9,0.4159033692272524,0.13399173350400262,0.450104897268745,0.08987350477760404,0.0
10,0.016766194346591955,0.46578321277398865,0.5174505928794193,0.10366105863821624,0.0
11,0.007783263242806208,0.8927937088309892,0.09942302792620458,0.126415951392856,0.0
12,0.19855759647332372,0.7467579330922048,0.05468447043447152,0.12412546149556707,0.0
13,0.09189128837592747,0.7437969349925689,0.16431177663150368,0.12221096543072321,0.0
14,0.46039759870891267,0.45619016459599787,0.08341223669508942,0.11201891164647126,0.0
15,0.006571664696044045,0.7127784060785864,0.2806499292253695,0.11895187194300874,0.0
16,0.10593289885039398,0.7902819892333561,0.10378511191624985,0.12442736847285894,0.0
17,0.15757655285577613,0.7635099375167753,0.07891350962744859,0.12414619989778501,0.0
18,0.1416217768109413,0.41076400438852734,0.4476142188005313,0.1029208694776877,0.0
19,0.18327514258795705,0.41560087684661257,0.4011239805654303,0.1042340131717948,0.0
20,0.0014024993878651744,0.9337760378873209,0.06482146272481389,0.12738966903933824,0.0
21,0.0064866295280395754,0.9231836892256897,0.07032968124627056,0.12715488475663939,0.0
22,0.06852176595497263,0.8423416736778624,0.089136560367165,0.12573213449136478,0.0
23,0.010860816497795717,0.9871459931180822,0.0019931903841220915,0.12871777255382816,0.0
24,0.17745206778627992,0.8101266701282346,0.012421262085485505,0.12608206548593537,0.0
25,0.061602106334534876,0.8571354615474345,0.08126243211803055,0.12613186792885042,0.0
26,0.004497395354693646,0.9473832646030558,0.04811934004225056,0.12777874128128072,0.0
27,0.24418486509253332,0.6837630811732872,0.0720520537341795,0.12195700933542372,0.0
28,0.22500908015674162,0.7601489818077076,0.01484193803555085,0.12491379232906419,0.0
29,0.03634253333114548,0.8642194128014619,0.09943805386739261,0.1259614386121744,0.0
30,0.013970841376537077,0.16895615786210366,0.8170730007613592,0.08442918880708035,0.0
31,0.0027763225566371833,0.9440334020518211,0.053190275391541704,0.12769830757059086,0.0
32,0.02395582898229325,0.9447431611181366,0.03130100989957009,0.12798275081009391,0.0
33,0.03819321941730197,0.9189287666287785,0.042878013953919464,0.1274870453064924,0.0
34,0.07131695609887091,0.8987786214840836,0.029904422417045405,0.1274770510006417,0.0
35,0.5720174803618351,0.11160650307988867,0.31637601655827624,0.09073919388583272,0.0
36,0.09478718231877786,0.9029889098571889,0.002223907824033081,0.127838833758493,0.0
37,0.05044205518549287,0.9495198442432682,3.810057123897703e-05,0.12836696143910178,0.0
38,0.026832416205779065,0.9728461975739849,0.00032138622023604766,0.12861646247946504,0.0
39,0.07511747755655698,0.9138416122461791,0.011040910197263937,0.12787705542072056,0.0
40,0.2386901870787833,0.7443515073073962,0.016958305613820644,0.12448563351082313,0.0
41,0.07419857417531893,0.916425062334233,0.009376363490448077,0.12794350380186462,0.0
42,0.07379052921481002,0.9246811834796007,0.0015282873055893237,0.1281089344516471,0.0
43,0.07994003654222558,0.9176297825828912,0.0024301808748831634,0.12799639582881447,0.0
44,0.15291377406353773,0.842818447957667,0.004267777978795263,0.12686457912698298,0.0
45,0.1817605646507424,0.7414170494182756,0.07682238593098203,0.12365039375071588,0.0
46,0.06692947096863491,0.9326465496354506,0.0004239793959143961,0.12818835778337195,0.0
47,0.05338517829887399,0.9295115488018983,0.017103272899227688,0.12796587907812237,0.0
48,0.5580555474480601,0.23831236029047273,0.20363209226146725,0.09873597160204661,0.0
49,0.07783846485233846,0.47332596122659415,0.4488355739210674,0.10559586592278435,0.0
50,0.11605146451158019,0.859768267534107,0.024180267954312766,0.12691777533315507,0.0
51,0.07926588265064963,0.9093357025265112,0.011398414822839136,0.1278054375067679,0.0
52,0.04927670224414226,0.9488836853625303,0.0018396123933274052,0.12832613574721727,0.0
53,0.04536146948901808,0.9217898464874196,0.03284868402356239,0.12764076057407955,0.0
54,0.18811328043734002,0.789808835000708,0.0220778845619519,0.1255253590711061,0.0
55,0.05540726215412857,0.9442806488336709,0.0003120890122005129,0.1282765193408866,0.0
56,0.05003412598072021,0.84604709158783,0.1039187824314498,0.125652789208683,0.0
57,0.02347143275873335,0.757657280033174,0.21887128720809257,0.12155493722440221,0.0
58,0.5907231187827972,0.3372140271177124,0.07206285409949041,0.10567980962698771,0.0
59,0.06778412444344001,0.8702279111938493,0.061987964362710715,0.12656727052694544,0.0
60,0.3377416469426218,0.6143438132522252,0.04791453980515303,0.11972504240403677,0.0
61,0.03915849941546675,0.9606135650233429,0.0002279355611903007,0.12849957889639893,0.0
62,0.060832749431794314,0.9247476461589639,0.01441960440924174,0.12797207627657917,0.0
63,0.074359064974128,0.9014638305904124,0.02417710443545968,0.12761601114785034,0.0
64,0.11693011241375341,0.8821050318263158,0.0009648557599307339,0.1275426330511359,0.0
65,0.1777400897282528,0.7659487894046623,0.05631112086708491,0.12457419225478503,0.0
66,0.2175269156891699,0.7337157703420883,0.04875731396874167,0.12375702269181046,0.0
67,0.021535672568458623,0.9414846487423687,0.036979678689172665,0.12786022530516647,0.0
68,0.022793556496962537,0.7818204900714383,0.19538595343159915,0.12260225552534598,0.0
69,0.059667261351067695,0.9326198923740789,0.007712846274853376,0.12810931458603184,0.0
70,0.03961801650206155,0.6654178121496168,0.29496417134832165,0.11715862645368554,0.0
71,0.055105480827259176,0.9358384574998626,0.00905606167287816,0.12812831330160626,0.0
72,0.11623954428761872,0.8708290579946064,0.012931397717774894,0.12722847421570416,0.0
73,0.03120347032232612,0.9686803394059819,0.00011619027169201797,0.128571669522561,0.0
74,0.06656847203244017,0.9107889743357481,0.02264255363181169,0.12771200240417613,0.0
75,0.07858617591940398,0.9211967744572348,0.00021704962336117984,0.1280599189003222,0.0
76,0.10152849921316362,0.8648899967480381,0.03358150403879831,0.12689621552352923,0.0
77,0.04152622919421511,0.880000371117269,0.0784733996885158,0.1264914658491518,0.0
78,0.01896072967301184,0.9708304629212602,0.010208807405727997,0.1284392681244563,0.0
79,0.2108411150649707,0.6815432999549987,0.10761558498003052,0.12137269871262564,0.0
80,0.08892973796659243,0.7500761753539369,0.16099408667947065,0.12247415558523728,0.0
81,0.012200497448605779,0.9826745668206937,0.005124935730700574,0.12867135477708094,0.0
82,0.00507028743783913,0.9839960433816757,0.010933669180485186,0.1286126960542742,0.0
83,0.0031566478468979795,0.9739888456172696,0.02285450653583236,0.1283797423272961,0.0
84,0.006898178638222955,0.9529164996665568,0.04018532169522029,0.1279614587116505,0.0
85,0.004222455942069751,0.9849395679682862,0.010837976089643923,0.12863519324923647,0.0
86,0.0038159553194015454,0.9836779768341922,0.012506067846406302,0.12859066645855885,0.0
87,0.009183558275597897,0.970298130066434,0.020518311657968098,0.1283382752308494,0.0
88,0.027977360687101823,0.9142963267119928,0.05772631260090544,0.1272704900459253,0.0
89,0.011599450269798868,0.9680929530397421,0.020307596690458955,0.12832428514248537,0.0
90,0.05850063199340749,0.02882940536414518,0.9126699626424474,0.07746609505940204,0.0
91,0.004418232763310458,0.9711958369359004,0.024385930300789317,0.12832711060990623,0.0
92,0.014927420875201304,0.9700084273648419,0.015064151759956746,0.12838357687220048,0.0
93,0.01977905752778005,0.9516902491309354,0.028530693341284608,0.1280916552010603,0.0
94,0.035797082770514375,0.9554505088648308,0.008752408364654763,0.1283254040357824,0.0
95,0.026514860170708397,0.9492550627476086,0.024230077081682937,0.12814323340024603,0.0
96,0.1091946397902464,0.7277966180302714,0.16300874217948214,0.12179796465644985,0.0
97,0.04222707272321627,0.9199931537534493,0.03777977352333438,0.1275784670660556,0.0
98,0.011458791215416491,0.8284951705520602,0.16004603823252345,0.1242324662372029,0.0
99,0.053641299252489394,0.9376020638402565,0.008756636907254128,0.12814085409747028,0.0
100,0.009925357941497596,0.965642702189189,0.02443193986931331,0.1282923372049358,0.0
101,0.002835756514912108,0.9809945620587177,0.016169681426370167,0.12851324616425444,0.0
102,0.00011697597366435475,0.9698786703171631,0.030004353709172604,0.12826310881901104,0.0
103,0.01010105808035042,0.970788003552239,0.019110938367410332,0.1283485157070371,0.0
104,0.017610732433799688,0.9369859248071426,0.04540334275905772,0.12766982249433612,0.0
105,0.031897123081172984,0.9549647932875237,0.013138083631303336,0.12826488556246007,0.0
106,0.1026503746077555,0.8293555617049737,0.06799406368727078,0.12574991980130204,0.0
107,0.025786215095144005,0.9410287570017347,0.03318502790312125,0.12789482676408062,0.0
108,0.04432267043288166,0.9487399427551554,0.00693738681196285,0.12828150153562934,0.0
109,0.2939285431555726,0.6792227217610394,0.026848735083387993,0.1223389613939769,0.0
110,0.052311129509891696,0.8074341449250237,0.14025472556508456,0.12420778861821805,0.0
111,0.0023540972323536757,0.9624995566253385,0.035146346142307924,0.12810638430066443,0.0
112,0.0030427230196784457,0.9896884833206581,0.007268793659663499,0.12871812881444,0.0
113,0.021925467594497847,0.9659189124100271,0.012155619995474999,0.1283819650937321,0.0
114,0.01660622208272147,0.9623126186294242,0.021081159287854315,0.12830008124059544,0.0
115,0.03753704007334612,0.9549534807220783,0.007509479204575661,0.12835400094647426,0.0
116,0.004250238480657779,0.6867362340793208,0.3090135274400214,0.11751952846277411,0.0
117,0.05791758461903084,0.9059236254983922,0.03615878988257683,0.1274694662193813,0.0
118,0.010270164730807321,0.98227010562545,0.007459729643742775,0.12864214570089047,0.0
119,0.0006909625483732957,0.9854859231995334,0.013823114252093297,0.12858559058371613,0.0
120,0.010505586504797392,0.9484174098661657,0.04107700362903693,0.12788878297663678,0.0
121,0.011936336127975187,0.9730562676868229,0.015007396185201938,0.12841323013868008,0.0
122,0.023023229221691005,0.9689886483038697,0.007988122474439266,0.12845678560811466,0.0
123,0.001027396682202912,0.9905113230761889,0.008461280241608238,0.12872838902976225,0.0
124,0.0035449550332827258,0.9962578792750235,0.00019716569169383734,0.12888282246275337,0.0
125,0.004555298003136376,0.9815812186314941,0.013863483365369546,0.1285511175774746,0.0
126,0.0025055110036398126,0.9891363879062852,0.008358101090074965,0.12871104554619844,0.0
127,0.002546507667289444,0.9787036427750001,0.018749849557710453,0.12844576708952543,0.0
128,0.00023056228584693997,0.9982968610161826,0.0014725766979703531,0.1289274077802527,0.0
129,0.015266088379039188,0.9506418052747804,0.0340921063461805,0.1279885382234095,0.0
130,0.02321713993970417,0.9678319222370616,0.008950937823234266,0.12840913210134086,0.0
